llm_model;dataset;prompt_name;file_name;vulnerability_present;cwe_ids;time_taken (in seconds);tokens_used;cost (in dollars);created_at
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18793;True;CWE-327;4.657320499420166;total_tokens: 943, completion_tokens: 60, prompt_tokens: 883;0.010629999999999999;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18796;True;CWE-259;4.232779026031494;total_tokens: 858, completion_tokens: 49, prompt_tokens: 809;0.00956;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18797;True;CWE-312;4.263334512710571;total_tokens: 1073, completion_tokens: 54, prompt_tokens: 1019;0.01181;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18784;False;;8.033933639526367;total_tokens: 1236, completion_tokens: 106, prompt_tokens: 1130;0.01448;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18781;True;CWE-327;8.991353750228882;total_tokens: 3460, completion_tokens: 130, prompt_tokens: 3330;0.037200000000000004;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18790;False;;8.198703527450562;total_tokens: 1259, completion_tokens: 91, prompt_tokens: 1168;0.01441;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18792;False;;8.122627258300781;total_tokens: 1179, completion_tokens: 96, prompt_tokens: 1083;0.013710000000000002;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18782;False;;9.248852729797363;total_tokens: 1198, completion_tokens: 104, prompt_tokens: 1094;0.014060000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18795;True;CWE-327;6.918426275253296;total_tokens: 938, completion_tokens: 55, prompt_tokens: 883;0.010480000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18788;False;;8.699153423309326;total_tokens: 1182, completion_tokens: 108, prompt_tokens: 1074;0.013980000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18798;True;CWE-259;6.179182291030884;total_tokens: 578, completion_tokens: 76, prompt_tokens: 502;0.007300000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18799;True;CWE-327;5.544142961502075;total_tokens: 987, completion_tokens: 55, prompt_tokens: 932;0.01097;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18785;True;CWE-327;10.891349792480469;total_tokens: 3504, completion_tokens: 121, prompt_tokens: 3383;0.03746;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18789;True;CWE-327;10.865509986877441;total_tokens: 2010, completion_tokens: 123, prompt_tokens: 1887;0.022560000000000004;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18783;True;CWE-327;11.865891218185425;total_tokens: 3422, completion_tokens: 140, prompt_tokens: 3282;0.03702;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18791;True;CWE-327;11.359350681304932;total_tokens: 2899, completion_tokens: 125, prompt_tokens: 2774;0.031490000000000004;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18794;False;;10.400095462799072;total_tokens: 1195, completion_tokens: 119, prompt_tokens: 1076;0.014329999999999999;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18793;True;CWE-327;10.874640941619873;total_tokens: 2028, completion_tokens: 128, prompt_tokens: 1900;0.02284;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18796;False;;10.357367277145386;total_tokens: 1864, completion_tokens: 123, prompt_tokens: 1741;0.0211;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18797;True;CWE-312;9.996615886688232;total_tokens: 2285, completion_tokens: 119, prompt_tokens: 2166;0.02523;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18795;True;CWE-327;11.79274296760559;total_tokens: 2018, completion_tokens: 123, prompt_tokens: 1895;0.02264;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18798;False;;10.383384227752686;total_tokens: 1290, completion_tokens: 136, prompt_tokens: 1154;0.015620000000000002;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18799;True;CWE-327;13.198295593261719;total_tokens: 2118, completion_tokens: 125, prompt_tokens: 1993;0.02368;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18800;True;CWE-259;2.4752776622772217;total_tokens: 463, completion_tokens: 44, prompt_tokens: 419;0.00551;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18806;True;CWE-259;3.461299180984497;total_tokens: 503, completion_tokens: 46, prompt_tokens: 457;0.00595;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18848;True;CWE-798;3.321246862411499;total_tokens: 366, completion_tokens: 58, prompt_tokens: 308;0.0048200000000000005;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18827;True;CWE-259;3.475644111633301;total_tokens: 844, completion_tokens: 45, prompt_tokens: 799;0.00934;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18807;True;CWE-89;3.859921932220459;total_tokens: 864, completion_tokens: 47, prompt_tokens: 817;0.00958;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18826;True;CWE-259;3.8826510906219482;total_tokens: 486, completion_tokens: 49, prompt_tokens: 437;0.00584;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18833;True;CWE-89;3.9794816970825195;total_tokens: 556, completion_tokens: 53, prompt_tokens: 503;0.00662;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18803;True;CWE-259;4.356289625167847;total_tokens: 835, completion_tokens: 46, prompt_tokens: 789;0.00927;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18801;True;CWE-259;4.7797229290008545;total_tokens: 535, completion_tokens: 49, prompt_tokens: 486;0.0063300000000000006;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18832;True;CWE-259;4.827430725097656;total_tokens: 494, completion_tokens: 58, prompt_tokens: 436;0.0061;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18842;True;CWE-259;4.834660053253174;total_tokens: 513, completion_tokens: 57, prompt_tokens: 456;0.00627;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18802;True;CWE-259;5.019354343414307;total_tokens: 491, completion_tokens: 59, prompt_tokens: 432;0.00609;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18861;True;CWE-20;4.776536464691162;total_tokens: 587, completion_tokens: 64, prompt_tokens: 523;0.00715;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18868;True;CWE-798;5.424383640289307;total_tokens: 379, completion_tokens: 66, prompt_tokens: 313;0.00511;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18860;True;CWE-798;5.698926210403442;total_tokens: 379, completion_tokens: 70, prompt_tokens: 309;0.005189999999999999;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18827;False;;5.99177098274231;total_tokens: 1810, completion_tokens: 93, prompt_tokens: 1717;0.01996;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18843;True;CWE-259;6.556529998779297;total_tokens: 615, completion_tokens: 80, prompt_tokens: 535;0.00775;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18800;False;;6.837847709655762;total_tokens: 1046, completion_tokens: 90, prompt_tokens: 956;0.01226;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18849;True;CWE-20;7.005465269088745;total_tokens: 585, completion_tokens: 64, prompt_tokens: 521;0.00713;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18826;False;;7.888168811798096;total_tokens: 1092, completion_tokens: 95, prompt_tokens: 997;0.012820000000000002;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18848;True;CWE-798;8.115174293518066;total_tokens: 862, completion_tokens: 114, prompt_tokens: 748;0.0109;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18803;False;;8.712461471557617;total_tokens: 1801, completion_tokens: 103, prompt_tokens: 1698;0.02007;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18806;True;CWE-259;9.039803981781006;total_tokens: 1147, completion_tokens: 113, prompt_tokens: 1034;0.013730000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18807;False;;9.151382684707642;total_tokens: 1874, completion_tokens: 119, prompt_tokens: 1755;0.02112;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18832;False;;9.357853412628174;total_tokens: 1125, completion_tokens: 121, prompt_tokens: 1004;0.01367;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18801;False;;9.537106990814209;total_tokens: 1197, completion_tokens: 102, prompt_tokens: 1095;0.014010000000000002;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18868;True;CWE-798;10.439079284667969;total_tokens: 904, completion_tokens: 138, prompt_tokens: 766;0.011800000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18843;False;;10.840723514556885;total_tokens: 1363, completion_tokens: 139, prompt_tokens: 1224;0.01641;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18842;False;;10.782427787780762;total_tokens: 1170, completion_tokens: 127, prompt_tokens: 1043;0.014240000000000003;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18860;True;CWE-798;11.773776292800903;total_tokens: 907, completion_tokens: 145, prompt_tokens: 762;0.01197;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18869;True;CWE-20;5.219879627227783;total_tokens: 594, completion_tokens: 63, prompt_tokens: 531;0.007200000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18802;True;CWE-259;12.662477731704712;total_tokens: 1119, completion_tokens: 122, prompt_tokens: 997;0.01363;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18873;True;CWE-20;4.83124041557312;total_tokens: 597, completion_tokens: 64, prompt_tokens: 533;0.00725;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18861;True;CWE-20;12.811217069625854;total_tokens: 1318, completion_tokens: 134, prompt_tokens: 1184;0.01586;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18833;False;CWE-89;13.381850242614746;total_tokens: 1302, completion_tokens: 169, prompt_tokens: 1133;0.016399999999999998;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18849;True;CWE-20;13.55904221534729;total_tokens: 1322, completion_tokens: 142, prompt_tokens: 1180;0.01606;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18872;True;CWE-798;6.715511322021484;total_tokens: 387, completion_tokens: 73, prompt_tokens: 314;0.0053300000000000005;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18904;True;CWE-312;4.610996723175049;total_tokens: 339, completion_tokens: 66, prompt_tokens: 273;0.00471;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18905;True;CWE-532;4.506314277648926;total_tokens: 521, completion_tokens: 52, prompt_tokens: 469;0.00625;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18893;True;CWE-20;5.120177984237671;total_tokens: 522, completion_tokens: 55, prompt_tokens: 467;0.00632;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18892;True;CWE-312;5.625478267669678;total_tokens: 338, completion_tokens: 66, prompt_tokens: 272;0.0047;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18915;True;CWE-20;4.604818105697632;total_tokens: 531, completion_tokens: 60, prompt_tokens: 471;0.00651;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18914;True;CWE-312;5.894999742507935;total_tokens: 340, completion_tokens: 66, prompt_tokens: 274;0.004720000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18924;True;CWE-312;4.552560806274414;total_tokens: 338, completion_tokens: 63, prompt_tokens: 275;0.00464;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18921;True;CWE-798;4.724551439285278;total_tokens: 402, completion_tokens: 62, prompt_tokens: 340;0.00526;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18920;True;CWE-312;5.337864875793457;total_tokens: 338, completion_tokens: 65, prompt_tokens: 273;0.00468;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18925;True;CWE-798;4.819509744644165;total_tokens: 401, completion_tokens: 59, prompt_tokens: 342;0.005189999999999999;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18928;True;CWE-312;4.174488306045532;total_tokens: 409, completion_tokens: 53, prompt_tokens: 356;0.00515;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18929;True;CWE-798;3.849844217300415;total_tokens: 425, completion_tokens: 51, prompt_tokens: 374;0.00527;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18872;True;CWE-798;10.660980701446533;total_tokens: 905, completion_tokens: 130, prompt_tokens: 775;0.01165;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18869;True;CWE-20;11.402606725692749;total_tokens: 1349, completion_tokens: 150, prompt_tokens: 1199;0.01649;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18930;True;CWE-312;4.598801374435425;total_tokens: 353, completion_tokens: 60, prompt_tokens: 293;0.004730000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18931;True;CWE-798;4.501462936401367;total_tokens: 439, completion_tokens: 67, prompt_tokens: 372;0.005730000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18905;True;CWE-532;9.709781408309937;total_tokens: 1179, completion_tokens: 115, prompt_tokens: 1064;0.01409;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18893;True;CWE-20;10.53061842918396;total_tokens: 1186, completion_tokens: 123, prompt_tokens: 1063;0.01432;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18915;True;CWE-20;9.97078561782837;total_tokens: 1206, completion_tokens: 130, prompt_tokens: 1076;0.014660000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18873;True;CWE-20;11.690407276153564;total_tokens: 1348, completion_tokens: 144, prompt_tokens: 1204;0.01636;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18924;True;CWE-312;9.13856029510498;total_tokens: 815, completion_tokens: 128, prompt_tokens: 687;0.01071;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18904;False;;10.977388858795166;total_tokens: 843, completion_tokens: 157, prompt_tokens: 686;0.01157;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18921;False;;9.47320008277893;total_tokens: 943, completion_tokens: 127, prompt_tokens: 816;0.01197;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18892;False;;12.56576132774353;total_tokens: 842, completion_tokens: 158, prompt_tokens: 684;0.01158;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18929;False;;9.129171133041382;total_tokens: 996, completion_tokens: 123, prompt_tokens: 873;0.01242;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18931;False;;9.78814148902893;total_tokens: 1006, completion_tokens: 121, prompt_tokens: 885;0.012480000000000002;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18920;False;;13.979802131652832;total_tokens: 841, completion_tokens: 156, prompt_tokens: 685;0.01153;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18928;False;;11.74839162826538;total_tokens: 1003, completion_tokens: 164, prompt_tokens: 839;0.01331;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18914;False;;15.0781729221344;total_tokens: 873, completion_tokens: 185, prompt_tokens: 688;0.01243;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18930;True;CWE-312;11.30603814125061;total_tokens: 855, completion_tokens: 135, prompt_tokens: 720;0.011250000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18925;False;CWE-798;12.981916666030884;total_tokens: 988, completion_tokens: 171, prompt_tokens: 817;0.0133;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18939;True;CWE-327;4.189675331115723;total_tokens: 714, completion_tokens: 63, prompt_tokens: 651;0.008400000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18945;True;CWE-327;4.350504159927368;total_tokens: 697, completion_tokens: 58, prompt_tokens: 639;0.008130000000000002;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18933;True;CWE-327;4.6782238483428955;total_tokens: 482, completion_tokens: 69, prompt_tokens: 413;0.0062;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18934;True;CWE-326;4.865807771682739;total_tokens: 430, completion_tokens: 68, prompt_tokens: 362;0.00566;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18936;True;CWE-326;4.856354475021362;total_tokens: 436, completion_tokens: 71, prompt_tokens: 365;0.0057799999999999995;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18950;True;CWE-326;4.917912244796753;total_tokens: 427, completion_tokens: 63, prompt_tokens: 364;0.00553;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18949;True;CWE-327;5.141366243362427;total_tokens: 703, completion_tokens: 72, prompt_tokens: 631;0.00847;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18940;True;CWE-326;5.132311582565308;total_tokens: 445, completion_tokens: 68, prompt_tokens: 377;0.005810000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18937;True;CWE-327;5.1281492710113525;total_tokens: 695, completion_tokens: 66, prompt_tokens: 629;0.00827;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18935;True;CWE-327;5.46542763710022;total_tokens: 692, completion_tokens: 69, prompt_tokens: 623;0.0083;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18948;True;CWE-326;5.5400166511535645;total_tokens: 434, completion_tokens: 68, prompt_tokens: 366;0.0057;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18941;True;CWE-327;5.415648937225342;total_tokens: 711, completion_tokens: 72, prompt_tokens: 639;0.00855;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18944;True;CWE-326;5.384892225265503;total_tokens: 443, completion_tokens: 69, prompt_tokens: 374;0.005810000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18938;True;CWE-326;5.740199327468872;total_tokens: 452, completion_tokens: 65, prompt_tokens: 387;0.0058200000000000005;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18943;True;CWE-327;5.73671817779541;total_tokens: 716, completion_tokens: 66, prompt_tokens: 650;0.008480000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18932;True;CWE-326;5.834354639053345;total_tokens: 406, completion_tokens: 57, prompt_tokens: 349;0.005200000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18942;True;CWE-326;6.758117198944092;total_tokens: 451, completion_tokens: 69, prompt_tokens: 382;0.00589;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18939;True;CWE-327;9.15146517753601;total_tokens: 1565, completion_tokens: 126, prompt_tokens: 1439;0.01817;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18934;True;CWE-326;10.000249147415161;total_tokens: 1005, completion_tokens: 139, prompt_tokens: 866;0.012830000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18948;True;CWE-326;10.039154529571533;total_tokens: 1000, completion_tokens: 126, prompt_tokens: 874;0.01252;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18950;True;CWE-326;10.282691717147827;total_tokens: 993, completion_tokens: 128, prompt_tokens: 865;0.012490000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18945;True;CWE-327;10.559348583221436;total_tokens: 1538, completion_tokens: 128, prompt_tokens: 1410;0.017940000000000005;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18937;True;CWE-327;10.578972339630127;total_tokens: 1532, completion_tokens: 134, prompt_tokens: 1398;0.018000000000000002;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18944;True;CWE-326;10.910107851028442;total_tokens: 1026, completion_tokens: 135, prompt_tokens: 891;0.012960000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18949;True;CWE-327;11.381471395492554;total_tokens: 1552, completion_tokens: 144, prompt_tokens: 1408;0.0184;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18942;True;CWE-326;11.712983131408691;total_tokens: 1041, completion_tokens: 134, prompt_tokens: 907;0.013090000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18941;True;CWE-327;11.849099397659302;total_tokens: 1576, completion_tokens: 152, prompt_tokens: 1424;0.0188;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18936;True;CWE-326;11.953692197799683;total_tokens: 1035, completion_tokens: 160, prompt_tokens: 875;0.01355;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18933;False;CWE-327;11.995808839797974;total_tokens: 1130, completion_tokens: 161, prompt_tokens: 969;0.014520000000000002;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18935;True;CWE-327;12.113695859909058;total_tokens: 1532, completion_tokens: 143, prompt_tokens: 1389;0.01818;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18940;True;CWE-326;12.154643058776855;total_tokens: 1032, completion_tokens: 136, prompt_tokens: 896;0.013040000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18943;True;CWE-327;12.418270111083984;total_tokens: 1591, completion_tokens: 151, prompt_tokens: 1440;0.018930000000000002;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18938;True;CWE-326;13.035724639892578;total_tokens: 1045, completion_tokens: 132, prompt_tokens: 913;0.013090000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18932;True;CWE-326;12.927711009979248;total_tokens: 978, completion_tokens: 149, prompt_tokens: 829;0.01276;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18954;True;CWE-327;4.507049560546875;total_tokens: 494, completion_tokens: 69, prompt_tokens: 425;0.00632;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18955;True;CWE-327;4.565735340118408;total_tokens: 556, completion_tokens: 67, prompt_tokens: 489;0.0069;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18960;True;CWE-326;4.286412954330444;total_tokens: 426, completion_tokens: 55, prompt_tokens: 371;0.005359999999999999;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18951;True;CWE-327;6.394837141036987;total_tokens: 712, completion_tokens: 85, prompt_tokens: 627;0.00882;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18956;True;CWE-326;5.45519757270813;total_tokens: 438, completion_tokens: 68, prompt_tokens: 370;0.00574;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18966;True;CWE-327;5.643952131271362;total_tokens: 692, completion_tokens: 73, prompt_tokens: 619;0.00838;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18968;True;CWE-326;4.963223934173584;total_tokens: 430, completion_tokens: 62, prompt_tokens: 368;0.00554;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18967;True;CWE-327;5.382484436035156;total_tokens: 860, completion_tokens: 77, prompt_tokens: 783;0.010140000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18972;True;CWE-327;5.288726568222046;total_tokens: 525, completion_tokens: 76, prompt_tokens: 449;0.00677;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18961;True;CWE-327;7.345728158950806;total_tokens: 728, completion_tokens: 87, prompt_tokens: 641;0.00902;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J18954;True;CWE-327;8.532891750335693;total_tokens: 1131, completion_tokens: 138, prompt_tokens: 993;0.01407;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18969;True;CWE-327;6.249156951904297;total_tokens: 516, completion_tokens: 84, prompt_tokens: 432;0.00684;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18970;True;CWE-327;6.406097650527954;total_tokens: 445, completion_tokens: 81, prompt_tokens: 364;0.006070000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J18971;True;CWE-327;6.562049865722656;total_tokens: 519, completion_tokens: 87, prompt_tokens: 432;0.0069299999999999995;2024-02-05
